month_date_yyyymm,postal_code,zip_name,flag,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
* year-over-year figures may be impacted, please contact economics@realtor.com for more details.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202010,73130,"oklahoma city, ok",*,189050,-0.0816,,21,-0.3226,,48,0.2973,,24,0.5,-0.25,0,,,8,0,0,68,-0.1392,,109.4890511,-0.0271,0.0778,1733,-0.0431,-0.0215,184349,-0.0737,-0.093,89,-0.1909,0.5614,3.2381,0.6897,3.2381
202010,73127,"oklahoma city, ok",*,160050,0.0888,-0.096,19,0.0556,,38,-0.3391,-0.1163,12,0.5,-0.25,0,,,8,1,-0.3333,29,-0.1471,,93.50163628,0.0849,0.1095,1668,0.109,-0.0994,221218,-0.0377,-0.0152,48,-0.0769,0.2632,1.5263,-0.3626,1.5263
202010,73122,"oklahoma city, ok",*,178950,-0.0324,-0.1032,18,0.2,,46,0.011,-0.0316,12,0.5,0.5,0,,,8,0,-0.3333,29,0.1154,,102.8730703,-0.0009,0.0587,1848,-0.0175,-0.0704,198809,-0.0083,-0.0434,47,0.1463,0.9583,1.6111,-0.1222,1.6111
202010,73120,"oklahoma city, ok",*,385050,-0.01,,98,-0.0485,,65,-0.078,,32,-0.3333,-0.6364,0,,,52,0.1818,-0.4348,93,-0.0792,,139.32247,-0.0201,0.0858,2843,-0.0122,0.1814,534184,-0.0012,0.1977,191,-0.0637,0.0324,0.949,-0.0316,0.949
202010,73118,"oklahoma city, ok",*,300050,-0.0323,0.083,66,-0.0959,,75,0.3158,0.5789,20,-0.375,-0.375,0,,,40,0.25,-0.1667,47,0.175,,163.5802469,-0.0197,0.0538,2002,-0.0055,0.167,419542,-0.0213,0.0422,113,0,0.314,0.7121,0.1642,0.7121
202010,73116,"oklahoma city, ok",*,799050,-0.0709,-0.022,80,-0.0588,,97,0.0601,0.1345,16,-0.3333,-0.2,0,,,24,-0.1429,-0.3333,27,0.1739,,235.1535836,-0.0406,-0.0056,3057,-0.1068,-0.0828,976212,-0.0126,-0.0158,107,-0.0093,0.2159,0.3375,0.0669,0.3375
202010,73115,"oklahoma city, ok",*,110050,0.2228,0.2393,15,0.25,,55,0.2222,0.4286,8,1,-0.6,0,,,8,1,0,30,-0.2683,,81.57276995,-0.0264,0.1932,1400,0.2951,0.1471,111926,0.1348,0.2283,45,-0.1509,0.5,2,-1.4167,2
202010,73112,"oklahoma city, ok",*,233950,-0.1297,0.2763,67,0.0308,,44,-0.2,-0.0737,40,0.25,0.4286,0,-1,,32,0.1429,0,63,-0.0455,,127.0411373,-0.0681,0.1256,1731,-0.0012,-0.0057,271506,-0.0524,0.1975,130,-0.0076,0.625,0.9403,-0.0751,0.9403
202010,73110,"oklahoma city, ok",*,129950,-0.0192,0.1069,27,0.1739,,42,0.2174,0.2537,24,0.2,0,0,,,4,,-0.6667,56,0.0566,,92.71978022,0.0014,0.1923,1400,-0.0351,-0.0358,127827,-0.0162,0.0393,83,0.0921,1.1842,2.0741,-0.2303,2.0741
202010,73107,"oklahoma city, ok",*,209950,-0.0347,0.1994,32,0.1852,,33,-0.0959,0.1579,28,0.75,-0.3,0,,,20,0.6667,-0.2857,46,-0.098,,125.2336449,0.0124,0.1447,1583,-0.0672,0.0459,218353,-0.0245,0.1247,78,0,0.5294,1.4375,-0.4514,1.4375
202010,73106,"oklahoma city, ok",*,399050,0.0364,,33,-0.1081,,51,-0.2817,,16,0,0,0,,,16,-0.2,-0.4286,18,-0.1,,182.6484018,-0.0131,0.1168,2011,0.0047,0.0917,388755,-0.0519,0.1273,51,-0.1053,0.0408,0.5455,0.0049,0.5455
202010,73104,"oklahoma city, ok",*,600050,-0.0383,-0.04,24,0.1429,,46,0.2603,-0.5158,8,0,0,0,,,8,1,0,4,0,,244.5652174,-0.0443,-0.0639,2526,-0.0069,0,658959,0.0052,0.0929,28,0.12,0,0.1667,-0.0238,0.1667
202010,73103,"oklahoma city, ok",*,559050,-0.0444,0.0837,29,0.1154,,53,-0.3026,-0.445,12,0.5,2,0,,,12,2,0,7,0.1667,,205.8173785,0.0322,0.0912,2548,-0.0701,-0.0844,689459,0.0115,-0.0184,36,0.125,0.5,0.2414,0.0106,0.2414
202010,73102,"oklahoma city, ok",,406050,-0.0514,-0.3472,17,0.0625,0.0625,172,0.0456,1.3724,0,,,0,,,0,,,1,-0.8,,387.0056497,0.0031,0.0675,1578,0.0524,0.028,566525,0.008,-0.1303,18,-0.1429,0.125,0.0588,-0.2537,0.0588
202010,73099,"yukon, ok",*,241790,0.0242,0.1003,274,-0.0214,,44,-0.0222,-0.102,132,-0.1951,-0.2143,20,-0.6154,4,48,0.2,-0.6364,341,-0.1475,169.5,130.5904523,0.0108,0.0813,1891,0.0019,0.0183,254535,0.0042,0.048,615,-0.0956,0.3516,1.2445,-0.184,1.2401
202010,73096,"weatherford, ok",*,242550,-0.02,0.1305,67,0.1167,,87,-0.0387,0.4622,20,0.6667,0.6667,0,,,16,1,0,22,-0.0435,,114.5700637,-0.005,-0.0091,2116,-0.024,0.1009,265284,-0.0496,0.0445,89,0.0723,0.5085,0.3284,-0.055,0.3284
202010,73089,"tuttle, ok",*,279950,-0.0256,-0.0345,24,0.1429,,42,0.0769,-0.3171,8,-0.3333,1,0,,,4,0,-0.75,33,-0.0833,,138.8888889,0.0068,0.0525,2003,-0.0748,-0.1038,404385,0.0168,0.0965,57,0,0.3902,1.375,-0.3393,1.375
202010,73086,"sulphur, ok",,227550,0.0111,0.4965,31,0.0333,-0.4746,83,0.085,-0.3806,4,-0.5,-0.5,0,,,0,-1,-1,9,-0.5714,3.5,97.72727273,-0.1331,0.0795,2000,-0.1031,0.2052,265761,-0.0437,0.5903,40,-0.2157,-0.3443,0.2903,-0.4097,0.2564
202010,73080,"purcell, ok",*,219950,-0.1289,0.2223,16,0,,44,0,-0.3071,8,0,0,0,,,4,0,-0.5,17,0.4167,,118.9807751,-0.0369,0.1873,2106,0.0696,0.1858,345984,-0.0555,0.3704,33,0.1786,0.0313,1.0625,0.3125,1.0625
202010,73078,"piedmont, ok",*,295050,0.0324,0.0536,39,0,,71,0.1094,,16,-0.2,-0.4286,0,,,8,0,0,44,-0.0222,,135.5511111,0.0062,0.0508,2250,0.0514,0.0131,350486,0.0479,0.1179,83,-0.0119,0.4561,1.1282,-0.0256,1.1282
202010,73077,"perry, ok",,78550,-0.2086,0.0295,15,0,-0.5588,76,0.1343,0.1259,4,0,-0.5,0,,,0,,,5,0.25,4,73.49537037,-0.0171,0.2151,1368,-0.0624,-0.0604,107567,-0.1111,-0.0212,20,0.0526,-0.4286,0.3333,0.0667,0.3039
202010,73075,"pauls valley, ok",*,154050,0.5436,0.171,29,-0.0938,,74,0.3962,0.0882,0,-1,-1,0,,,8,0,0,22,0.1579,,74.03189066,0.0875,-0.0129,2020,0.2081,0.121,212674,0.2371,0.2025,51,0,0.5455,0.7586,0.1649,0.7586
202010,73072,"norman, ok",*,350050,0.022,,119,-0.0246,,63,0.125,-0.0079,44,0.1,0,4,-0.75,0,44,-0.0833,-0.0833,77,-0.2667,,129.8405467,-0.0166,0.0866,2589,0.0014,0.0729,448915,0.0306,0.2229,196,-0.1366,-0.0798,0.6471,-0.2136,0.6471
202010,73071,"norman, ok",*,199050,0,-0.0954,82,-0.0889,,49,0.2564,-0.216,44,-0.2143,-0.2143,0,,,28,-0.4167,-0.3,95,0.0556,,119.3535595,-0.0209,0.0528,1679,0.0018,-0.1114,225253,-0.0246,-0.0507,177,-0.0167,0.1645,1.1585,0.1585,1.1585
202010,73069,"norman, ok",*,275050,0.0754,0.1044,55,0.0784,,35,-0.375,-0.4488,32,0,0.6,0,,,16,0,-0.4286,67,0.0308,,145.0305085,0.0426,0.1765,2000,0.0256,-0.0338,314278,0.1077,0.0911,122,0.0517,0.3556,1.2182,-0.0563,1.2182
202010,73068,"noble, ok",*,189050,0.0653,,38,0,,58,0.2889,0.0642,4,-0.75,0,0,-1,,8,1,-0.3333,41,-0.2115,,136.3337714,0.0458,0.333,1535,0.0326,-0.0129,215186,0.01,-0.2514,79,-0.1222,2.2917,1.0789,-0.2895,1.0789
202010,73065,"newcastle, ok",*,229950,0.0136,-0.0816,60,-0.0909,,43,0.3231,-0.1313,32,1,0.3333,4,0,,4,-0.5,-0.6667,60,0.0526,,135.4512195,0.0462,0.0752,1705,-0.0099,-0.1486,278702,-0.0198,-0.0192,120,-0.0244,0.519,1,0.1364,1
202010,73064,"mustang, ok",*,260050,-0.0003,,62,-0.1622,,52,0.1556,,40,0.25,-0.3333,4,0,0,16,-0.2,-0.6923,76,-0.1828,,134,-0.0031,0.0521,2019,0.021,-0.044,304558,0.0274,0.0528,138,-0.1737,-0.0483,1.2258,-0.031,1.2258
202010,73055,"marlow, ok",*,140050,0.0937,,28,-0.0345,,61,0.1091,,8,0,-0.5,0,,,4,0,0,18,-0.1818,17,88.15088151,0,0.1833,1676,0.006,0.0072,196157,0.0881,0.2129,46,-0.098,-0.2333,0.6429,-0.1158,0.6259
202010,73049,"jones, ok",*,389150,-0.0375,-0.1771,24,-0.04,,41,-0.3643,-0.4641,4,-0.6667,,0,,,4,-0.5,-0.5,19,-0.1364,,150.697134,0.0098,-0.0224,2439,-0.0126,-0.1689,587299,-0.0969,-0.3072,43,-0.0851,0.1622,0.7917,-0.0883,0.7917
202010,73045,"harrah, ok",*,225050,-0.0955,0.1281,15,0.0714,,37,-0.3019,-0.0263,4,-0.5,-0.6667,0,,,8,,0,17,-0.32,,115.2304609,-0.0294,0.0559,1996,-0.0018,0.112,333443,-0.011,0.563,32,-0.1795,0.6,1.1333,-0.6524,1.1333
202010,73044,"guthrie, ok",*,218855,-0.046,-0.0445,55,-0.0678,,59,0.0826,0.18,16,-0.3333,-0.6,0,,-1,20,0.25,0,65,-0.0441,,118.6482255,-0.0081,0.0611,1860,-0.0231,-0.0755,256394,-0.0099,0.0956,120,-0.0551,0.6216,1.1818,0.0293,1.1818
202010,73036,"el reno, ok",*,194950,0.2181,0.2188,51,-0.0192,,35,-0.0667,-0.3636,16,-0.3333,0,0,,,8,1,-0.5,26,-0.2121,,101.9791667,-0.0433,0.0957,1583,0.0725,-0.0735,219704,0.0676,0.0998,77,-0.0941,0.7111,0.5098,-0.1248,0.5098
202010,73034,"edmond, ok",*,448050,0.0276,,195,-0.1372,,61,0.0517,0.0991,64,-0.3846,-0.3043,0,-1,-1,56,0.5556,-0.4815,132,-0.0959,,150.5469388,0.0075,0.0764,2917,0.0155,0.0414,484559,0.0127,0.1175,327,-0.121,-0.0239,0.6769,0.0309,0.6769
202010,73030,"davis, ok",*,145050,-0.1021,,13,-0.1875,,107,0.1146,,0,-1,,0,,,0,,-1,11,0,,91.14583333,-0.0483,0.2636,1750,-0.0789,0.1269,184611,-0.0901,0.0076,24,-0.1111,0,0.8462,0.1587,0.8462
202010,73026,"norman, ok",*,300588,0.0021,0.2111,24,-0.0769,,42,-0.0769,-0.0968,12,0,0,0,,,8,1,0,34,-0.1282,,131.7663818,0.023,0.0783,2241,0,0.0735,417542,0.0696,0.1257,58,-0.1077,0.4872,1.4167,-0.0833,1.4167
202010,73025,"edmond, ok",*,429950,0.0099,,70,0.0145,,66,0.1282,,24,0.5,-0.4,4,,,12,-0.25,-0.7273,59,-0.0781,,154.3209877,0.0125,0.1697,3000,0.0037,-0.0728,600442,0.0243,0.0847,129,-0.0301,0.084,0.8429,-0.0847,0.8429
202010,73020,"choctaw, ok",*,315050,0.0455,,32,0,,43,-0.1224,,20,0,-0.5833,0,,,12,0.5,-0.4,57,-0.1094,,135.3992183,0.0306,0.0516,2356,0.0462,-0.0602,350762,0.0038,0.0324,89,-0.0729,-0.0532,1.7813,-0.2188,1.7813
202010,73018,"chickasha, ok",*,115550,-0.0294,-0.047,44,0,,79,-0.0706,0.2154,20,1.5,0,0,,,12,0.5,-0.25,39,0.0833,,68.68898187,-0.023,-0.009,1613,-0.0608,-0.0092,161934,-0.0069,0.1357,83,0.0375,0.1216,0.8864,0.0682,0.8864
202010,73013,"edmond, ok",*,327890,0.075,0.1108,186,-0.0462,,43,-0.0851,-0.3228,92,0,0.15,4,-0.8,0,60,0.25,-0.3478,205,-0.0238,,145.3573165,0.0141,0.1138,2440,0.0302,0.0179,468301,0.0357,0.2048,391,-0.0346,0.3299,1.1022,0.0252,1.1022
202010,73012,"edmond, ok",*,309861,0.0364,,159,-0.0914,,46,0.0222,,68,0.1333,-0.3462,20,-0.375,4,32,-0.4667,-0.7037,214,-0.1046,,143.3355932,0.0216,0.0717,2336,0.0056,0.0078,425559,0.0396,0.1505,373,-0.099,0.2032,1.3459,-0.0198,1.3459
202010,73010,"blanchard, ok",*,282050,0.0662,,30,-0.1176,,50,-0.2188,,20,0,-0.1667,0,,,4,-0.5,-0.8333,62,-0.0159,,131,0.0179,0.0678,2117,0.0506,-0.0794,342143,0.0483,0.0291,92,-0.0515,0.1646,2.0667,0.2137,2.0667
202010,73008,"bethany, ok",*,175050,0.0451,,15,-0.0625,,36,-0.027,-0.3208,12,-0.25,0.5,0,,,12,2,-0.4,39,0.0263,,99.71509972,0.006,0.1392,1660,0.0193,-0.0493,182660,0.0429,0.1032,54,0,0.6875,2.6,0.225,2.6
202010,73007,"arcadia, ok",*,549950,0.1079,-0.1406,36,0.0286,,59,0.3563,-0.0992,8,0,0,0,-1,,4,,-0.6667,18,0.2,,163.7094373,0.0129,-0.0433,3359,0.0183,-0.0094,842149,0.2095,0.1216,54,0.08,0.3846,0.5,0.0714,0.5
202010,73003,"edmond, ok",*,228950,0.0031,-0.0024,17,0,,36,0.2632,-0.2941,16,-0.2,-0.4286,0,,,4,-0.5,-0.75,53,-0.1017,,122.8331177,0.0168,0.0969,1913,-0.0353,-0.1152,333058,0.0458,0.0489,70,-0.0789,0.4286,3.1176,-0.3529,3.1176
202010,72958,"waldron, ar",*,169050,-0.0053,0.3369,25,0,,207,0.1532,0.5741,4,0,,0,,,0,,,2,1,,78.40314136,0.0366,0.2694,2160,-0.0074,0.0942,185354,-0.0442,0.2938,27,0.0385,-0.0357,0.08,0.04,0.08
202010,72956,"van buren, ar",*,200050,0.0392,,52,-0.1475,,43,-0.0947,,24,-0.3333,-0.25,0,,,16,0.3333,-0.3333,2,1,,93.76583882,-0.0332,0.0659,2190,0.058,0.2429,275256,-0.0097,0.3712,54,-0.129,-0.5,0.0385,0.0221,0.0385
202010,72949,"ozark, ar",*,139950,-0.1334,,50,-0.0566,,55,-0.2667,,12,-0.4,0,0,,,0,,-1,10,-0.0909,2.3333,69.10669643,-0.1167,0.0837,1953,0.1266,0.3395,191262,0.0047,0.1685,60,-0.0625,-0.4643,0.2,-0.0075,0.1725
202010,72941,"lavaca, ar",*,253050,-0.0677,,15,-0.3478,-0.375,62,-0.2051,-0.2102,4,-0.5,0,0,,,0,-1,-1,0,,,111.5949918,0.0346,0.2587,2100,-0.1188,0.1945,348588,-0.0812,0.4809,15,-0.3478,-0.375,0,0,0
202010,72936,"greenwood, ar",*,175050,-0.1704,-0.0251,40,0.25,,31,-0.2346,-0.4701,16,0,0,0,,,12,2,0.5,1,0,,105.1682692,-0.014,0.1348,1869,-0.1266,0.0269,276806,-0.0262,0.2993,41,0.2424,-0.2807,0.025,-0.0062,0.025
202010,72927,"booneville, ar",*,95050,0,,17,-0.2917,,113,0.1024,,4,,-0.5,0,,,0,,-1,0,-1,,66.63701068,-0.0043,-0.0509,1500,0,-0.031,128257,0.0312,-0.153,17,-0.32,-0.5641,0,-0.0417,0
202010,72921,"alma, ar",*,288050,0.1524,,20,-0.1667,,45,-0.1346,,4,-0.6667,-0.8571,0,,,0,,-1,3,,-0.25,109.1902314,-0.0042,0.185,2262,-0.0212,0.2926,294765,0.0553,0.4507,23,-0.0417,-0.623,0.15,0.15,0.0798
202010,72916,"fort smith, ar",*,365150,-0.0901,,42,0.05,,35,-0.6023,,20,0.25,0.25,0,,,8,0,-0.3333,1,,,140.0107701,0.0555,0.0132,2548,-0.0701,0.1509,434380,-0.0143,0.177,43,0.075,-0.6055,0.0238,0.0238,0.0238
202010,72908,"fort smith, ar",*,257550,0.1271,0.1578,42,0.0769,,44,-0.2542,-0.3714,8,-0.6,-0.6,0,,,4,,-0.8,1,,,98.02876931,-0.019,0.0376,2570,0.1179,0.1671,266283,0.0476,0.0671,43,0.1026,-0.3485,0.0238,0.0238,0.0238
202010,72904,"fort smith, ar",*,74950,0.0624,,15,-0.3478,,53,0.6563,,8,-0.3333,-0.6667,0,,,0,-1,-1,0,,,65.75342466,0.0668,0.1177,1264,-0.0595,-0.041,80108,-0.0374,-0.0667,15,-0.3478,-0.7727,0,0,0
202010,72903,"fort smith, ar",,252550,0.005,0.1622,89,-0.0729,-0.3904,103,-0.0144,0.1319,20,0.25,-0.5,0,,,20,0.25,-0.2857,1,,0,99.63345551,-0.0082,0.125,2643,-0.0015,0.094,527755,0.0317,0.1851,90,-0.0625,-0.3878,0.0112,0.0112,0.0044
202010,72901,"fort smith, ar",*,119950,-0.0404,0.2366,51,-0.0192,,55,-0.0678,-0.3855,24,2,2,0,,,12,0.5,-0.5714,1,0,,73.10704961,0.046,0.1765,1848,-0.0634,0.0747,148657,-0.1004,0.1843,52,-0.0189,-0.48,0.0196,0.0004,0.0196
202010,72855,"paris, ar",*,134950,-0.0696,,38,-0.1163,,267,0.0701,0.2506,8,,1,0,,,0,-1,,7,2.5,2.5,68.90611542,0.0079,0.1947,1800,0.0435,0.0557,169108,-0.0163,0.1754,45,0,-0.1818,0.1842,0.1377,0.1465
202010,72847,"london, ar",,194950,-0.1505,-0.0761,13,-0.0714,-0.381,51,0,-0.6822,0,-1,,0,,,4,,,5,-0.1667,4,84.24908425,-0.0032,-0.0209,1800,-0.2379,0.1139,235907,-0.0327,-0.0955,18,-0.1,-0.1818,0.3846,-0.044,0.337
202010,72846,"lamar, ar",,125050,0.1633,-0.0876,17,0.1333,-0.4333,38,-0.1828,-0.7683,0,-1,,0,,,0,,,7,-0.4167,0.75,56.75203725,-0.1426,-0.2911,1668,-0.0153,0.1355,165472,0.0147,-0.0491,24,-0.1111,-0.2941,0.4118,-0.3882,0.2784
202010,72845,"knoxville, ar",,279950,1.0133,0.4707,15,-0.0625,-0.0625,152,-0.0098,1.068,0,,-1,0,,,0,,-1,2,1,,59.16666667,-0.0974,-0.2427,2000,0.0256,0.3021,258794,0.044,0.1325,17,0,0.0625,0.1333,0.0708,0.1333
202010,72840,"hartman, ar",,89050,0,-0.2253,18,0.2,0.2857,122,0.0124,-0.2303,0,-1,,0,,,0,,,5,-0.2857,1.5,59.25632911,0.4565,0.3489,952,0.4424,-0.0846,122225,-0.0141,0.153,23,0.0455,0.4375,0.2778,-0.1889,0.1349
202010,72837,"dover, ar",*,184950,0.4232,0.0572,15,0.0714,,55,0.1579,-0.3082,12,0.5,2,0,,,4,0,-0.5,20,0.0526,4,86.8125,0.0202,-0.0827,1588,0.016,-0.0757,201615,0.092,0.0506,35,0.0606,-0.1463,1.3333,-0.0238,1.2252
202010,72834,"dardanelle, ar",*,149950,-0.0167,0.1112,13,0.3,,19,-0.848,,16,,1,0,,,4,,0,14,0.1667,2.5,96.86971235,0.0502,0.2025,1765,-0.1221,0.1767,174126,-0.0337,0.1584,27,0.2273,-0.3864,1.0769,-0.1231,0.9769
202010,72832,"coal hill, ar",,59950,0,0,15,-0.1667,-0.2105,135,0.3043,0.9565,0,,-1,0,,,0,,-1,2,,,41.50390625,0.1135,0.3209,960,0,-0.2453,69711,0.092,-0.1029,17,-0.0556,-0.1053,0.1333,0.1333,0.1333
202010,72830,"clarksville, ar",*,134950,0,,78,-0.1236,,71,-0.3826,,28,0.75,-0.4615,0,,,8,1,-0.5,61,0.1296,3.6923,72.875,0.0232,0,1099,-0.078,-0.296,166679,-0.0168,-0.0695,139,-0.028,-0.2944,0.7821,0.1753,0.7114
202010,72802,"russellville, ar",*,275050,0.0581,0.1833,50,-0.1071,,63,0.0678,-0.28,24,0.2,0,0,,,8,-0.3333,-0.5,61,0.2979,2.8125,111.3231552,0.0249,0.0853,2614,0.0892,0.0951,364208,0.0876,0.2358,111,0.0777,-0.0593,1.22,0.3807,1.0631
202010,72801,"russellville, ar",,170050,-0.0283,0.3609,29,-0.0645,-0.5,78,0.0685,0.3565,12,-0.25,-0.25,0,,,4,,-0.8333,26,0.3,1.1667,82.69230769,-0.0581,0.0346,1892,-0.022,0.1077,183722,-0.0181,0.2011,55,0.0784,-0.2143,0.8966,0.2514,0.6897
